Latitude,Longitude,Power
33.2079434308933,-97.1601760344458,-Inf
33.2078514941273,-97.1601760344458,-Inf
33.2077595573614,-97.1601760344458,-Inf
33.2076676205955,-97.1601760344458,-Inf
33.2075756838296,-97.1601760344458,-Inf
33.2074837470637,-97.1601760344458,-Inf
33.2073918102978,-97.1601760344458,-Inf
33.2072998735318,-97.1601760344458,-Inf
33.2072079367659,-97.1601760344458,-Inf
33.207116,-97.1601760344458,-Inf
33.2070240632341,-97.1601760344458,-Inf
33.2069321264682,-97.1601760344458,-Inf
33.2068401897022,-97.1601760344458,-Inf
33.2067482529363,-97.1601760344458,-Inf
33.2066563161704,-97.1601760344458,-Inf
33.2065643794045,-97.1601760344458,-Inf
33.2064724426386,-97.1601760344458,-Inf
33.2063805058727,-97.1601760344458,-Inf
33.2062885691067,-97.1601760344458,-Inf
33.2083111779569,-97.1600661537569,-Inf
33.208219241191,-97.1600661537569,-Inf
33.2081273044251,-97.1600661537569,-Inf
33.2080353676592,-97.1600661537569,-Inf
33.2079434308933,-97.1600661537569,-Inf
33.2078514941273,-97.1600661537569,-Inf
33.2077595573614,-97.1600661537569,-Inf
33.2076676205955,-97.1600661537569,-Inf
33.2075756838296,-97.1600661537569,-Inf
33.2074837470637,-97.1600661537569,-Inf
33.2073918102978,-97.1600661537569,-Inf
33.2072998735318,-97.1600661537569,-Inf
33.2072079367659,-97.1600661537569,-Inf
33.207116,-97.1600661537569,-Inf
33.2070240632341,-97.1600661537569,-Inf
33.2069321264682,-97.1600661537569,-Inf
33.2068401897022,-97.1600661537569,-Inf
33.2067482529363,-97.1600661537569,-Inf
33.2066563161704,-97.1600661537569,-Inf
33.2065643794045,-97.1600661537569,-Inf
33.2064724426386,-97.1600661537569,-Inf
33.2063805058727,-97.1600661537569,-Inf
33.2062885691067,-97.1600661537569,-Inf
33.2061966323408,-97.1600661537569,-Inf
33.2061046955749,-97.1600661537569,-Inf
33.206012758809,-97.1600661537569,-Inf
33.2059208220431,-97.1600661537569,-Inf
33.2085869882547,-97.159956273068,-Inf
33.2084950514888,-97.159956273068,-Inf
33.2084031147228,-97.159956273068,-Inf
33.2083111779569,-97.159956273068,-Inf
33.208219241191,-97.159956273068,-Inf
33.2081273044251,-97.159956273068,-Inf
33.2080353676592,-97.159956273068,-Inf
33.2079434308933,-97.159956273068,-Inf
33.2078514941273,-97.159956273068,-Inf
33.2077595573614,-97.159956273068,-Inf
33.2076676205955,-97.159956273068,-Inf
33.2075756838296,-97.159956273068,-Inf
33.2074837470637,-97.159956273068,-Inf
33.2073918102978,-97.159956273068,-Inf
33.2072998735318,-97.159956273068,-Inf
33.2072079367659,-97.159956273068,-Inf
33.207116,-97.159956273068,-Inf
33.2070240632341,-97.159956273068,-Inf
33.2069321264682,-97.159956273068,-Inf
33.2068401897022,-97.159956273068,-Inf
33.2067482529363,-97.159956273068,-Inf
33.2066563161704,-97.159956273068,-Inf
33.2065643794045,-97.159956273068,-Inf
33.2064724426386,-97.159956273068,-Inf
33.2063805058727,-97.159956273068,-Inf
33.2062885691067,-97.159956273068,-Inf
33.2061966323408,-97.159956273068,-Inf
33.2061046955749,-97.159956273068,-Inf
33.206012758809,-97.159956273068,-Inf
33.2059208220431,-97.159956273068,-Inf
33.2058288852771,-97.159956273068,-Inf
33.2057369485112,-97.159956273068,-Inf
33.2056450117453,-97.159956273068,-Inf
33.2088627985524,-97.159846392379,-Inf
33.2087708617865,-97.159846392379,-Inf
33.2086789250206,-97.159846392379,-Inf
33.2085869882547,-97.159846392379,-Inf
33.2084950514888,-97.159846392379,-Inf
33.2084031147228,-97.159846392379,-Inf
33.2083111779569,-97.159846392379,-Inf
33.208219241191,-97.159846392379,-Inf
33.2081273044251,-97.159846392379,-Inf
33.2080353676592,-97.159846392379,-Inf
33.2079434308933,-97.159846392379,-Inf
33.2078514941273,-97.159846392379,-Inf
33.2077595573614,-97.159846392379,-Inf
33.2076676205955,-97.159846392379,-Inf
33.2075756838296,-97.159846392379,-Inf
33.2074837470637,-97.159846392379,-Inf
33.2073918102978,-97.159846392379,-Inf
33.2072998735318,-97.159846392379,-Inf
33.2072079367659,-97.159846392379,-Inf
33.207116,-97.159846392379,-Inf
33.2070240632341,-97.159846392379,-Inf
33.2069321264682,-97.159846392379,-Inf
33.2068401897022,-97.159846392379,-Inf
33.2067482529363,-97.159846392379,-Inf
33.2066563161704,-97.159846392379,-Inf
33.2065643794045,-97.159846392379,-Inf
33.2064724426386,-97.159846392379,-Inf
33.2063805058727,-97.159846392379,-Inf
33.2062885691067,-97.159846392379,-Inf
33.2061966323408,-97.159846392379,-Inf
33.2061046955749,-97.159846392379,-Inf
33.206012758809,-97.159846392379,-Inf
33.2059208220431,-97.159846392379,-Inf
33.2058288852771,-97.159846392379,-Inf
33.2057369485112,-97.159846392379,-Inf
33.2056450117453,-97.159846392379,-Inf
33.2055530749794,-97.159846392379,-Inf
33.2054611382135,-97.159846392379,-Inf
33.2053692014476,-97.159846392379,-Inf
33.2090466720843,-97.1597365116901,-Inf
33.2089547353184,-97.1597365116901,-Inf
33.2088627985524,-97.1597365116901,-Inf
33.2087708617865,-97.1597365116901,-Inf
33.2086789250206,-97.1597365116901,-Inf
33.2085869882547,-97.1597365116901,-Inf
33.2084950514888,-97.1597365116901,-Inf
33.2084031147228,-97.1597365116901,-Inf
33.2083111779569,-97.1597365116901,-Inf
33.208219241191,-97.1597365116901,-Inf
33.2081273044251,-97.1597365116901,-Inf
33.2080353676592,-97.1597365116901,-Inf
33.2079434308933,-97.1597365116901,-Inf
33.2078514941273,-97.1597365116901,-Inf
33.2077595573614,-97.1597365116901,-Inf
33.2076676205955,-97.1597365116901,-Inf
33.2075756838296,-97.1597365116901,-Inf
33.2074837470637,-97.1597365116901,-Inf
33.2073918102978,-97.1597365116901,-Inf
33.2072998735318,-97.1597365116901,-Inf
33.2072079367659,-97.1597365116901,-Inf
33.207116,-97.1597365116901,-Inf
33.2070240632341,-97.1597365116901,-Inf
33.2069321264682,-97.1597365116901,-Inf
33.2068401897022,-97.1597365116901,-Inf
33.2067482529363,-97.1597365116901,-Inf
33.2066563161704,-97.1597365116901,-Inf
33.2065643794045,-97.1597365116901,-Inf
33.2064724426386,-97.1597365116901,-Inf
33.2063805058727,-97.1597365116901,-Inf
33.2062885691067,-97.1597365116901,-Inf
33.2061966323408,-97.1597365116901,-Inf
33.2061046955749,-97.1597365116901,-Inf
33.206012758809,-97.1597365116901,-Inf
33.2059208220431,-97.1597365116901,-Inf
33.2058288852771,-97.1597365116901,-Inf
33.2057369485112,-97.1597365116901,-Inf
33.2056450117453,-97.1597365116901,-Inf
33.2055530749794,-97.1597365116901,-Inf
33.2054611382135,-97.1597365116901,-Inf
33.2053692014476,-97.1597365116901,-Inf
33.2052772646816,-97.1597365116901,-Inf
33.2051853279157,-97.1597365116901,-Inf
33.2092305456161,-97.1596266310012,-Inf
33.2091386088502,-97.1596266310012,-Inf
33.2090466720843,-97.1596266310012,-Inf
33.2089547353184,-97.1596266310012,-Inf
33.2088627985524,-97.1596266310012,-Inf
33.2087708617865,-97.1596266310012,-Inf
33.2086789250206,-97.1596266310012,-Inf
33.2085869882547,-97.1596266310012,-Inf
33.2084950514888,-97.1596266310012,-Inf
33.2084031147228,-97.1596266310012,-Inf
33.2083111779569,-97.1596266310012,-Inf
33.208219241191,-97.1596266310012,-Inf
33.2081273044251,-97.1596266310012,-Inf
33.2080353676592,-97.1596266310012,-Inf
33.2079434308933,-97.1596266310012,-Inf
33.2078514941273,-97.1596266310012,-Inf
33.2077595573614,-97.1596266310012,-Inf
33.2076676205955,-97.1596266310012,-Inf
33.2075756838296,-97.1596266310012,-Inf
33.2074837470637,-97.1596266310012,-Inf
33.2073918102978,-97.1596266310012,-Inf
33.2072998735318,-97.1596266310012,-Inf
33.2072079367659,-97.1596266310012,-Inf
33.207116,-97.1596266310012,-Inf
33.2070240632341,-97.1596266310012,-Inf
33.2069321264682,-97.1596266310012,-Inf
33.2068401897022,-97.1596266310012,-Inf
33.2067482529363,-97.1596266310012,-Inf
33.2066563161704,-97.1596266310012,-Inf
33.2065643794045,-97.1596266310012,-Inf
33.2064724426386,-97.1596266310012,-Inf
33.2063805058727,-97.1596266310012,-Inf
33.2062885691067,-97.1596266310012,-Inf
33.2061966323408,-97.1596266310012,-Inf
