Latitude,Longitude,Power
42.300099960096,-71.3472691453993,-43.8583355136769
42.3000998403842,-71.3442382908062,-49.8788524468484
42.3000996408644,-71.3412074362285,-55.1970695638224
42.3000993615366,-71.3381765816738,-64.8228003972765
42.300099002401,-71.3351457271499,-68.2174244721789
42.3000985634574,-71.3321148726644,-62.7952615239623
42.3000980447059,-71.329084018225,-62.918050338102
42.3000974461465,-71.3260531638393,-64.9363354688414
42.3000967677792,-71.3230223095152,-98.455840139659
42.300096009604,-71.3199914552602,-96.4736522350347
42.3000951716208,-71.316960601082,-85.1239842359692
42.3000942538298,-71.3139297469883,-66.8208581103183
42.3000932562309,-71.3108988929868,-66.1345014620203
42.3000921788241,-71.3078680390852,-68.404535816528
42.3000910216094,-71.3048371852912,-70.1209148473583
42.3000897845868,-71.3018063316124,-68.8473245562601
42.3000884677564,-71.2987754780565,-69.3911937756696
42.3000870711181,-71.2957446246312,-107.111788737496
42.3000855946719,-71.2927137713443,-111.892339747335
42.3000840384179,-71.2896829182033,-105.220225395103
42.3000824023561,-71.2866520652159,-101.850564859395
42.3000806864864,-71.2836212123899,-99.7451759371798
42.3000788908089,-71.280590359733,-96.0064899156066
42.3000770153236,-71.2775595072527,-73.00074517743
42.3000750600305,-71.2745286549569,-72.5922242946177
42.3000730249296,-71.271497802853,-72.1978492591734
42.3000709100209,-71.268466950949,-100.193288563049
42.3000687153045,-71.2654360992524,-116.217066110972
42.3000664407803,-71.2624052477709,-114.972331867246
42.3000640864484,-71.2593743965123,-112.392600550835
42.3000616523087,-71.2563435454841,-116.205112671622
42.3000591383613,-71.253312694694,-120.192015779655
42.3000565446062,-71.2502818441499,-116.769380002227
42.3000538710433,-71.2472509938593,-113.317443675765
42.3000511176729,-71.2442201438298,-108.227795206207
42.3000482844947,-71.2411892940693,-100.777993607505
42.3000453715089,-71.2381584445854,-99.0438123078949
42.3000423787155,-71.2351275953858,-99.5885345824949
42.3000393061145,-71.2320967464781,-99.0591251910607
42.3000361537058,-71.22906589787,-99.7573443675371
42.3000329214896,-71.2260350495693,-114.26821025157
42.3000296094658,-71.2230042015835,-114.334121560457
42.3000262176344,-71.2199733539204,-107.881550255173
42.3000227459956,-71.2169425065877,-105.973888160471
42.3000191945492,-71.2139116595931,-108.476656951671
42.3000155632953,-71.2108808129441,-106.059005397524
42.3000118522339,-71.2078499666486,-105.509240793504
42.3000080613651,-71.2048191207142,-95.4408062649917
42.3000041906889,-71.2017882751486,-94.2420326660967
42.3000002402052,-71.1987574299594,-111.491106066399
42.2999962099142,-71.1957265851543,-105.351763694665
42.2999920998158,-71.1926957407411,-100.55358204806
42.29998790991,-71.1896648967274,-95.028897390858
42.2999836401969,-71.1866340531209,-92.5477132979778
42.2999792906765,-71.1836032099293,-126.420604033974
42.2999748613488,-71.1805723671602,-119.512389566673
42.2999703522139,-71.1775415248214,-112.294308609806
42.2999657632717,-71.1745106829205,-114.012166449283
42.2999610945223,-71.1714798414652,-108.905221749441
42.2999563459658,-71.1684490004631,-99.1160527084177
42.299951517602,-71.1654181599221,-98.9798906262009
42.2999466094312,-71.1623873198497,-99.6813897056427
42.2999416214532,-71.1593564802536,-101.405560356459
42.2999365536682,-71.1563256411416,-104.21949067523
42.2999314060761,-71.1532948025213,-97.2638967056729
42.299926178677,-71.1502639644003,-85.8366074714722
42.2999208714709,-71.1472331267864,-86.6448904887736
42.2999154844578,-71.1442022896873,-86.5456865633652
42.2999100176377,-71.1411714531106,-86.4177960187326
42.2999044710108,-71.138140617064,-86.5559934447665
42.299898844577,-71.1351097815552,-110.494532501049
42.2998931383363,-71.1320789465919,-117.269921268221
42.2998873522888,-71.1290481121818,-113.254809090178
42.2998814864346,-71.1260172783325,-130.724678522733
42.2998755407735,-71.1229864450517,-121.836129552747
42.2998695153057,-71.1199556123471,-144.424550458054
42.2998634100313,-71.1169247802264,-136.555143377616
42.2998572249502,-71.1138939486973,-130.056875580718
42.2998509600624,-71.1108631177675,-122.962057534954
42.299844615368,-71.1078322874446,-119.296108948468
42.2998381908671,-71.1048014577363,-116.376150902297
42.2998316865597,-71.1017706286503,-114.038698895826
42.2998251024458,-71.0987398001943,-111.49164270357
42.2998184385254,-71.095708972376,-110.802861658784
42.2998116947985,-71.092678145203,-120.838405901064
42.2998048712653,-71.0896473186831,-109.656814863947
42.2997979679258,-71.0866164928239,-105.818449219156
42.2997909847799,-71.0835856676331,-106.773624748154
42.2997839218278,-71.0805548431183,-128.892621484969
42.2997767790694,-71.0775240192873,-119.543926745466
42.2997695565048,-71.0744931961478,-110.023652547001
42.2997622541341,-71.0714623737074,-131.600785459545
42.2997548719572,-71.0684315519738,-139.581399635977
42.2997474099742,-71.0654007309547,-138.057452078192
42.2997398681852,-71.0623699106578,-132.852267491819
42.2997322465902,-71.0593390910907,-130.660914877989
42.2997245451893,-71.0563082722612,-129.200741862704
42.2997167639824,-71.0532774541769,-124.863897585757
42.2997089029696,-71.0502466368455,-124.036892516452
42.299700962151,-71.0472158202746,-124.93652891833
42.2996929415266,-71.0441850044721,-125.420993944748
42.2996848410964,-71.0411541894455,-130.407346293129
42.2996766608606,-71.0381233752025,-124.808694825378
42.299668400819,-71.0350925617509,-122.865091322699
42.2996600609719,-71.0320617490982,-121.948577682127
42.2996516413192,-71.0290309372522,-120.216954152829
42.2996431418609,-71.0260001262206,-119.70450500864
42.2996345625971,-71.022969316011,-124.818822359737
42.2996259035279,-71.0199385066311,-123.021696566558
42.2996171646533,-71.0169076980887,-120.051273045712
42.2996083459734,-71.0138768903913,-113.887037597329
42.2995994474882,-71.0108460835467,-110.816206389088
42.2995904691976,-71.0078152775626,-129.249052866965
42.2995814111019,-71.0047844724466,-145.077361225432
42.2995722732011,-71.0017536682064,-136.741529671066
42.2995630554951,-70.9987228648497,-131.249771509168
42.2995537579841,-70.9956920623842,-128.106118747864
42.299544380668,-70.9926612608175,-126.017376640589
42.299534923547,-70.9896304601574,-124.470767084534
42.2995253866211,-70.9865996604115,-123.222785993729
42.2995157698903,-70.9835688615876,-122.271284041027
42.2995060733547,-70.9805380636932,-121.478889794867
42.2994962970144,-70.9775072667361,-121.905125878111
42.2994864408693,-70.9744764707239,-121.327923401967
42.3001434298679,-71.3472697131975,-43.858335513677
42.3001867799576,-71.3442394222187,-49.8788524468485
42.3002300502689,-71.3412091270713,-55.2595784504786
42.3002732408016,-71.3381788277629,-64.4529960905626
42.3003163515555,-71.3351485243012,-67.5037436297293
42.3003593825303,-71.3321182166939,-61.8302267830241
42.3004023337258,-71.3290879049487,-62.9115348537648
42.3004452051418,-71.3260575890731,-64.824730267844
42.3004879967781,-71.3230272690749,-96.006652100735
42.3005307086343,-71.3199969449618,-91.5533803678315
42.3005733407103,-71.3169666167414,-80.6429713183734
42.3006158930059,-71.3139362844213,-65.9162847087912
42.3006583655209,-71.3109059480093,-66.134472697141
42.3007007582549,-71.307875607513,-67.9768371549186
42.3007430712079,-71.3048452629401,-68.9487274093048
42.3007853043794,-71.3018149142982,-68.5291451959484
42.3008274577695,-71.298784561595,-70.1559884598646
42.3008695313777,-71.2957542048383,-106.352639286528
42.3009115252039,-71.2927238440355,-108.610240517014
42.3009534392479,-71.2896934791945,-101.311031467647
42.3009952735094,-71.2866631103229,-99.1254163247167
42.3010370279882,-71.2836327374284,-98.4195679469896
42.3010787026841,-71.2806023605185,-94.6070837495207
42.3011202975968,-71.2775719796011,-74.1574460171168
42.3011618127262,-71.2745415946837,-72.5165176812175
42.3012032480721,-71.271511205774,-72.8336569821604
42.3012446036341,-71.2684808128798,-102.103508012912
42.3012858794122,-71.2654504160086,-114.689773372745
42.3013270754059,-71.2624200151681,-111.511401447939
42.3013681916153,-71.2593896103661,-111.679030276978
42.3014092280399,-71.2563592016101,-112.452142416529
42.3014501846797,-71.2533287889079,-113.290494103956
